caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,
2423040234,1.034435989,Yes,The repetition of some surveys and questions that's are asked. I'm asked the same questions in several surveys and I find it redundant answering them.,Yes,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,Hold congress more accountable for not meeting expectations by their constituents. By means of penalizing or rewarding. They work for the people not for corporations. So therefore it should be by vote quarterly or yearly the people can send in their opinions on whether their representative is performing to their expectations. After so many negative tallies then they are replaced. I understand this is how it is now but I want to stress the pressure of meeting expectations more often that they stay or go. It's a hard position but while they're sitting pretty for not meeting expectations as it is I think their jobs should make it where they have to work harder and actually show their districts they're listening and that they want to be there for their people. Also reward them for taking the initiative to work across the aisle instead of driving the division this country is suffering.,1987,Male,White,No,2-year,Never married,Homemaker,Prefer not to say,No,68521,Nebraska,Own,Strong Democrat,Did not vote for President,Kamala Harris,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Not too important,Seldom,2025-08-27 21:44:35,2025-08-27 22:02:41,Third generation
2423074114,0.5683440688,Not sure,Not sure if they would really be interested,Not sure,Probably yes,Not sure,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Grand Bargain,Independent,,1977,Female,White,No,4-year,Divorced,Full-time,"$60,000 - $69,999",No,98028,Washington,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Agnostic,Never,No,Not at all important,Never,2025-08-27 21:52:36,2025-08-27 22:03:02,Third generation
2421203014,0.6345728642,Yes,They may feel I’m intruding on them.,Yes,Definitely yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Dislike It,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Democrat,,1952,Female,White,No,Some college,Never married,Retired,"$80,000 - $99,999",No,91505,California,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2025-08-27 21:45:06,2025-08-27 22:03:32,Third generation
2422212716,0.9995291276,Yes,They might consider the info too private,No,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Democrat,Take care of homelessness and increase the minimum wage,1952,Female,White,No,4-year,Married,Retired,"$50,000 - $59,999",No,47203,Indiana,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Jewish,Once or twice a month,No,Very important,A few times a month,2025-08-27 21:53:08,2025-08-27 22:04:04,Second generation
2423071554,0.5284558295,Yes,Varying political positions. I would share with left leaning people but not conservatives.,No,Probably yes,Not sure,Not sure,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Democrat,I have no realistic suggestions.,1949,Female,White,No,Some college,Married,Full-time,"$40,000 - $49,999",No,33319,Florida,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Jewish,Seldom,No,Somewhat important,Seldom,2025-08-27 21:45:15,2025-08-27 22:04:06,Second generation
2422303196,1.079116803,Yes,none,Yes,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,Scrap the IRS. Deport illegals. Enact the fairtax. Repeal the 19th,1971,Male,White,No,High school graduate,Divorced,Full-time,"$30,000 - $39,999",Yes,27921,North Carolina,Rent,Independent,Did not vote for President,Did not vote for President,No,Not sure,Most of the time,Something else,Seldom,Yes,Very important,Once a day,2025-08-27 21:56:35,2025-08-27 22:04:19,First generation
2423071428,0.6035303178,Not sure,Too much stuff coming to our inboxes,No,Not sure,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Grand Bargain,Independent,,1947,Female,White,No,4-year,Divorced,Retired,"$100,000 - $119,999",No,94117,California,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,Once or twice a month,No,Somewhat important,A few times a week,2025-08-27 21:53:37,2025-08-27 22:04:22,Third generation
2422303074,0.6071329589,Yes,None,Yes,Probably no,Not sure,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Grand Bargain,Independent,,1961,Male,White,No,High school graduate,Divorced,Permanently disabled,"$10,000 - $19,999",No,48180,Michigan,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,2025-08-27 21:52:18,2025-08-27 22:04:23,Third generation
2422266980,1.265231473,Not sure,I'm not sure about it,Not sure,Not sure,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Grand Bargain,Republican,,1963,Female,White,No,2-year,Married,Other,"$60,000 - $69,999",No,4355,Maine,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Hardly at all,Protestant,More than once a week,Yes,Very important,Several times a day,2025-08-27 21:53:03,2025-08-27 22:04:35,Third generation
2423099152,2.491538087,Yes,Have no reservations but prefer to leave politics to each person on their own,Not sure,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Republican,,1951,Female,White,No,Post-grad,Married,Retired,"$80,000 - $99,999",No,27511,North Carolina,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-08-27 21:52:18,2025-08-27 22:04:38,Third generation
2422778194,0.7469440801,No,"they won't bother looking, they just don't care, and/or they blame certain parties for all the ills of the world.",No,Probably yes,Not sure,No,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Dislike It,Good Idea,Good Idea,Dislike It,Good Idea,Good Idea,Not Sure,Dislike It,Not Sure,Dislike It,Good Idea,Critical to Me & Others,Critical to Me & Others,Dislike It,,Good Idea,Hate It,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Good Idea,Grand Bargain,Democrat,"Man, the only thing they'll listen to is money and threats to their cushy jobs.  Take away their special health care plans and make them deal with what everyone else has to.",1980,Male,White,No,2-year,Never married,Permanently disabled,"$50,000 - $59,999",No,55987,Minnesota,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Some of the time,Agnostic,Never,No,Not at all important,Never,2025-08-27 21:49:18,2025-08-27 22:04:40,Third generation
2422589036,0.3134537461,Not sure,"I just don't know if others would find it interesting, which is unfortunate because I think it could be educational.",Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Not Sure,,Good Idea,Not Sure,Critical to Me & Others,Not Sure,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Grand Bargain,Independent,Both parties want the economy to succeed. I do wonder how to best combine certain tax cuts with certain Federal regulations to help more contribute actively to the economy and being rewarded by it?,1984,Male,White,No,Post-grad,Married,Full-time,"$150,000 - $199,999",Yes,60013,Illinois,Own,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Agnostic,A few times a year,No,Somewhat important,A few times a week,2025-08-27 21:52:06,2025-08-27 22:04:49,Third generation
2422310802,0.4908649124,Yes,None,Not sure,Probably yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Critical to Me & Others,Critical to Me & Others,Hate It,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Current Direction,Independent,Unfortunately I have np ideas .,1961,Male,White,No,4-year,Never married,Part-time,"$60,000 - $69,999",No,33334,Florida,Rent,Independent,Did not vote for President,Kamala Harris,Yes,Liberal,Hardly at all,Atheist,Never,No,Not at all important,Never,2025-08-27 21:58:31,2025-08-27 22:04:56,First generation
2423102538,0.9258917249,Yes,"If you are talking about the YouGov app, I don't have reservations. If you are talking about the exercise about reforms, I would hesitate because clearly the source has a purpose and is not unbiased.",No,Probably yes,Not sure,Not sure,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1967,Female,White,No,Post-grad,Divorced,Full-time,"$60,000 - $69,999",No,40026,Kentucky,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Once a day,2025-08-27 21:53:41,2025-08-27 22:05:01,Second generation
2421231316,0.6562972965,Yes,Unsure of their interest,Yes,Probably yes,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Grand Bargain,Republican,I  understood,1983,Female,White,No,4-year,Married,Full-time,"$120,000 - $149,999",Yes,29036,South Carolina,Own,Not very strong Republican,Did not vote for President,Donald Trump,Yes,Moderate,Hardly at all,Nothing in particular,Seldom,No,Somewhat important,A few times a month,2025-08-27 21:52:04,2025-08-27 22:05:06,Third generation
2423038218,0.4525183642,Not sure,I do not know.,Not sure,Probably yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1966,Female,White,No,2-year,Married,Retired,"$30,000 - $39,999",No,81005,Colorado,Own,Independent,Joe Biden,"Robert F. Kennedy, Jr.",Yes,Not sure,Only now and then,Protestant,Seldom,No,Very important,A few times a week,2025-08-27 21:49:33,2025-08-27 22:05:09,Third generation
2423041192,0.9403141226,Yes,They may think im spamming them,No,Not sure,Yes,Not sure,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Grand Bargain,Democrat,,1984,Female,White,No,Post-grad,Married,Full-time,"$250,000 - $349,999",Yes,19462,Pennsylvania,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2025-08-27 21:52:38,2025-08-27 22:05:12,Second generation
2422250970,1.65469732,Not sure,I feel my family and friends would view it as I do. There are many problems and no one can ever come up with a solution.,Not sure,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Republican,These are huge problems and I don’t have any solutions as does none of congress.,1944,Female,White,No,High school graduate,Married,Retired,"$70,000 - $79,999",No,43081,Ohio,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2025-08-27 21:47:36,2025-08-27 22:05:15,Third generation
